iter	RMSE
0	0.4716014514
1	0.4448328933
2	0.4195673112
3	0.3957368006
4	0.3732611411
5	0.3520607396
6	0.3320645823
7	0.3132088753
8	0.2954194869
9	0.2786734339
10	0.2628559276
11	0.2479266773
12	0.2338545638
13	0.2205824709
14	0.2080543363
15	0.1962455019
16	0.1851003533
17	0.1745877195
18	0.1646722519
19	0.1553199633
20	0.1465002756
21	0.1381973176
22	0.1303540794
23	0.1229512792
24	0.1159735973
25	0.1094012111
26	0.1031886995
27	0.09734091866
28	0.09182492667
29	0.08661150564
30	0.08169379994
31	0.07705549814
32	0.072689753
33	0.06856618809
34	0.06467641127
35	0.06100776615
36	0.0575450168
37	0.05428122863
38	0.05120094289
39	0.04829568365
40	0.04555754997
41	0.0429748812
42	0.04053900172
43	0.03824021834
44	0.03607355744
45	0.0340287433
46	0.03210048996
47	0.03028302459
48	0.02857133754
49	0.02695371352
50	0.02542827198
51	0.02399074021
52	0.02263516012
53	0.02135636577
54	0.02015107468
55	0.01901459954
56	0.01794237609
57	0.01693180234
58	0.0159807647
59	0.01508293019
60	0.01423614459
61	0.01343846822
62	0.01268771264
63	0.01197873478
64	0.01131072006
65	0.01068138727
66	0.01008855655
67	0.009531391081
68	0.00900589251
69	0.008510868425
70	0.008045786297
71	0.007607267819
72	0.007194903862
73	0.006807058092
74	0.006442225934
75	0.006099283464
76	0.005777165303
77	0.005474845538
78	0.005191226364
79	0.004924999763
80	0.004675444451
81	0.004441524014
82	0.004222553094
83	0.004017631532
84	0.003826180386
85	0.003647466379
86	0.003480655784
87	0.003325293868
88	0.003180622857
89	0.003046163797
90	0.002921440434
91	0.002805735234
92	0.002698754457
93	0.00259969142
94	0.0025082717
95	0.00242404628
96	0.002346580979
97	0.002275508199
98	0.002210298676
99	0.00215062374
100	0.002096108795
101	0.002046328824
102	0.002001056926
103	0.00195992059
104	0.001922586644
105	0.001888718994
106	0.00185807337
107	0.001830375278
108	0.00180537468
109	0.001782839349
110	0.001761694083
111	0.001743425501
112	0.001725713293
113	0.00171095214
114	0.001697489513
115	0.001685305814
116	0.001674093534
117	0.001663518997
118	0.001654227139
119	0.001645495444
120	0.001637248152
121	0.001628843622
122	0.001621372698
123	0.001614528479
124	0.001608130892
125	0.001601947839
126	0.001596556666
127	0.001591423993
128	0.001586480717
129	0.00158173011
130	0.00157691494
131	0.001574357852
132	0.001571874217
133	0.001569374086
134	0.001564750318
135	0.001562284707
136	0.001559895728
137	0.001557522679
138	0.00155331999
139	0.001550978498
140	0.001548837711
141	0.001546357584
142	0.001544137993
143	0.001541959812
144	0.001539708278
145	0.001535605803
146	0.001533395071
147	0.001531245159
148	0.00152906107
149	0.001526442613
150	0.001522872401
151	0.00152069954
152	0.001518584937
153	0.001516669727
154	0.001514412547
155	0.001512479797
156	0.001510404592
157	0.001508431846
158	0.001506517081
159	0.001504507695
160	0.001500859491
161	0.001498873221
162	0.001496943822
163	0.001495021676
164	0.001493066433
165	0.001491227187
166	0.001489294459
167	0.001487446995
168	0.001485576441
169	0.001483460955
170	0.001481592959
171	0.001479717904
172	0.001477858663
173	0.001475813203
174	0.001473987242
175	0.001472158704
176	0.001469924677
177	0.001468107912
178	0.001466121667
179	0.001464319705
180	0.001462546532
181	0.001459316
182	0.001457570365
183	0.001455837365
184	0.00145410938
185	0.00145236535
186	0.001450091686
187	0.001448380382
188	0.001446721289
189	0.001445017643
190	0.001442819405
191	0.00144112813
192	0.001439451131
193	0.001437765706
194	0.001436092113
195	0.00143444965
196	0.001432803894
197	0.001431146972
198	0.001429497601
199	0.001427372245
200	0.001425747576
201	0.00142412339
202	0.001422506356
203	0.001420895816
204	0.001419302766
205	0.001417701926
206	0.001416112918
207	0.001414062674
208	0.001412485288
209	0.001410914199
210	0.001409340152
211	0.001407787807
212	0.001406233471
213	0.001404251444
214	0.001401211539
215	0.001399658575
216	0.001398114128
217	0.001396578591
218	0.001395055568
219	0.00139354126
220	0.001392030952
221	0.001390520287
222	0.001389016982
223	0.001387524039
224	0.001386032783
225	0.001384551407
226	0.001383073325
227	0.001381599353
228	0.001380137319
229	0.001378679445
230	0.00137680556
231	0.001375355071
232	0.001373905293
233	0.001372462369
234	0.001371027734
235	0.001369600528
236	0.001368175922
237	0.001366757112
238	0.001365339826
239	0.001363928392
240	0.001362121198
241	0.00136072207
242	0.001359327282
243	0.001357936203
244	0.00135654814
245	0.001355160891
246	0.001353776975
247	0.001352403548
248	0.00135103561
249	0.001349670064
250	0.001347923215
251	0.001346562179
252	0.001345203282
253	0.001343846028
254	0.001342495007
255	0.001339759564
256	0.001338414774
257	0.001337074295
258	0.001335738147
259	0.001334406404
260	0.001333076496
261	0.001331752643
262	0.001330435142
263	0.001329122204
264	0.001327812039
265	0.001326506792
266	0.001325203721
267	0.00132390108
268	0.00132260286
269	0.001321310915
270	0.001320025126
271	0.001318741812
272	0.001317463135
273	0.001316186432
274	0.001314911261
275	0.001313261757
276	0.001311992016
277	0.001310727783
278	0.001309468498
279	0.001308211742
280	0.001306959952
281	0.001305709659
282	0.001304461208
283	0.001303215147
284	0.001301973339
285	0.001300736632
286	0.001299142743
287	0.001297911471
288	0.001296683363
289	0.001295457418
290	0.001294233848
291	0.001293012648
292	0.001291794904
293	0.001290580855
294	0.001289372755
295	0.001288167196
296	0.001286965692
297	0.001285766577
298	0.001284568781
299	0.001283373346
300	0.001282181768
301	0.001280639917
302	0.001279455163
303	0.001278273682
304	0.001277095434
305	0.001275919769
306	0.001274745771
307	0.00127357436
308	0.001272405749
309	0.00127124081
310	0.00127008075
311	0.001268923802
312	0.001266141373
313	0.001264986047
314	0.001263535037
315	0.001262383235
316	0.001261234843
317	0.001260089189
318	0.001258947148
319	0.001257809905
320	0.001256675982
321	0.001255544886
322	0.001254416349
323	0.00125328921
324	0.001252164321
325	0.001251041914
326	0.001249922298
327	0.001248807052
328	0.001247365403
329	0.001246254338
330	0.001245145986
331	0.001244040155
332	0.00124293571
333	0.001241833477
334	0.001240732601
335	0.001239635134
336	0.001238540598
337	0.001237450351
338	0.001236362834
339	0.001235277719
340	0.00123419481
341	0.001233113797
342	0.001232034039
343	0.001230637768
344	0.001229560904
345	0.001228487353
346	0.001227416597
347	0.001226348697
348	0.001225283134
349	0.00122422066
350	0.001223159574
351	0.001222099506
352	0.001221041533
353	0.001219985238
354	0.00121893247
355	0.001217883107
356	0.001216835972
357	0.001215484767
358	0.001214441195
359	0.001213398445
360	0.001212357624
361	0.001211318155
362	0.001210281219
363	0.001209245602
364	0.001208213835
365	0.001207184611
366	0.001206158338
367	0.001205133976
368	0.001204145065
369	0.001203125039
370	0.001202106291
371	0.001201088162
372	0.001200072254
373	0.001199058925
374	0.001198047235
375	0.001196738355
376	0.001195731097
377	0.001194725787
378	0.001193722384
379	0.001192720373
380	0.001191720381
381	0.001190721195
382	0.00118972417
383	0.001188728362
384	0.001187735701
385	0.001186745745
386	0.001185758809
387	0.001184773287
388	0.00118378942
389	0.001182807488
390	0.001181539684
391	0.001180559061
392	0.001179579949
393	0.001178602721
394	0.001177627409
395	0.001176655282
396	0.001175684867
397	0.001174717949
398	0.001173751721
399	0.001172787037
400	0.001171825136
401	0.001170864531
402	0.001169905377
403	0.001168946759
404	0.001167990614
405	0.001167036822
406	0.001166085766
407	0.001164857776
408	0.001163910049
409	0.00116296351
410	0.001162051727
411	0.001161108733
412	0.001160166936
413	0.001159226569
414	0.001158287916
415	0.001157351684
416	0.001156416992
417	0.001155485419
418	0.001154556299
419	0.001153628229
420	0.001152701949
421	0.001151777935
422	0.001150855233
423	0.001149933859
424	0.001149013944
425	0.001147757887
426	0.001146840108
427	0.00114592415
428	0.001145011341
429	0.001144100359
430	0.001143190829
431	0.001142282104
432	0.001141376624
433	0.001140472327
434	0.001139568597
435	0.001138666915
436	0.001137767585
437	0.001136869487
438	0.001135973844
439	0.001135079748
440	0.001134186878
441	0.001133295508
442	0.001132079504
443	0.001131189942
444	0.0011288014
445	0.001127912333
446	0.001127055252
447	0.001126169964
448	0.001125286083
449	0.001124404373
450	0.001123525275
451	0.001122647493
452	0.001121771416
453	0.001120896168
454	0.001120055544
455	0.001119184719
